"No","Judul","Topik","Abstrak","",""
"145","SYSTEM MONITORING PENGIRIMAN DATA PADA JARINGAN KOMPUTER","Jaringan Komputer","Dari hasil dari permasalahan yang fait accompli dalam komunikasi data pada jaringan komputer, seperti pembubaran komunikasi data. Dilakukan penelitian dengan metode penelitian lapangan dan metode penelitian laboratorium. Dari penelitian ini memiliki hasil alat itu bisa monitoring komunikasi data dalam jaringan komputer menggunakan ADC dan Kartu Ethernet. Dengan ini alat komunikasi data dapat diskontinuitas dari awal.
Kata Kunci: Sistem Monitoring, Jaringan Komputer, Komunikasi Data, ADC","",""
"146","SNIFFING PADA JARINGAN WIFI BERBASIS PROTOKOL 802.1X MENGGUNAKAN APLIKASI WIRESHARK","Jaringan Komputer","Dewasa ini teknologi WiFi semakin meningkat seiring kebutuhan masyarakat terhadap akses internet. WiFi merupakan singkatan dari Wireless Fidelity. WiFi dapat dikatakan sebuah teknologi untuk saling bertukar data dengan memanfaatkan gelombang radio (nirkabel) yang dapat digunakan oleh beberapa perangkat elektronik seperti computer, smartphone, tablet, dan sebagainya. Penelitian ini mencoba metode sniffing pada WiFi berbasis protokol 802.1X untuk mendapatkan kode otentikasi client. Kesimpulan yang diperoleh dari penelitian ini adalah Proses Sniifing dengan menggunakan aplikasi Wireshark berhasil mendapatkan kode otentikasi station pada jaringan WiFi berbasis 802.1X. Kode otentikasi dapat digunakan pada saat station tersebut sudah tidak terhubung dengan jaringan WiFi. Hal ini dapat dimanfaat oleh orang lain atau station yang sebenarnya tidak berhak / tidak sah.
Kata kunci: Sniifing, Protokol 802.1X, Wireshark","",""
"147","WORKSHOP SIMULASI JARINGAN DASAR KOMPUTER MENGGUNAKAN CISCO PACKET TRACER","Jaringan Komputer","Pengetahuan akan ilmu komputer saat ini sangat diperlukan terkhusus untuk kalangan pelajar.Salah satunya belajar jaringan komputer yang merupakan ilmu yang banyak dibutuhkan masyarakat.Berhubungan dengan adanya jaringan komputer maka banyak pekerjaan seperti kirim data, cetak kertas ke satu printer oleh banyak computer mudah dilakukan. Namun, pengetahuan akan hal ini sulit di dapat oleh pelajar di sekolah berhubung banyak kendala seperti peralatan yang tidak lengkap, tutor yang berkompeten dibidangnya tida ada, itulah yang dialami oleh siswa SMA Negeri 1 Air Joman Kabupaten Asahan. Maka perlu solusi yang memberikan pengetahuan tersebut.Cisco packet tracer yang merupakan aplikasi gratis yang dapat memberikan gambaran atas jaringan komputer. Dengan aplikasi tersebut maka akan mudah memberikan pengetahuan akan jaringan komputer yang dapat diberikan melalui ceramah, tanya jawab dan praktek. Metode ceramah yang digunakan dimaksudkan untuk memberikan penjelasan secara teori terhadap materi jaringan komputer.Metode praktek digunakan untuk menunjukan langsung cara membuat kabel jaringan dan komunikasi data. Sehinga manfaat yang diperoleh dari kegiatan workshop ini adalah meningkatkan pengetahuan siswa terhadap teknologi jaringan dan siswa mampu membuat koneksi jaringan dengan kabel.
Kata kunci : Jaringan, Komputer, Cisco","",""
"148","RANCANG BANGUN KEAMANAN JARINGAN WIRELESS PADA STIPER SRIWIGAMA PALEMBANG DENGAN RADIUS SERVER","Jaringan Komputer","Jaringan komputer pada STIPER Sriwigama Palembang hanya memanfaatkan jaringan wireless dengan menempatkan Access Point (AP) pada beberapa titik di lingkungan STIPER Sriwigama Palembang. Untuk saat ini, jaringan wireless pada STIPER Sriwigama Palembang tidak memiliki authentication user atau login untuk user yang diperbolehkan mengakses jaringan wireless pada lingkungan STIPER Sriwigama Palembang. Hal ini menyebabkan semua orang yang berada di lingkungan STIPER Sriwigama Palembang dapat mengakses jaringan wireless-nya, sehingga saat dosen, staf maupun mahasiswa STIPER Sriwigama Palembang merasakan kecepatan jaringan wireless yang lambat dan tidak jarang pula mereka tidak mendapatkan jalur akses jaringan wireless dikarenakan oleh user yang sudah sangat ramai. Oleh karena permalahan ini, pada penelitian saat ini akan dirancang bangun radius server dengan memanfaatkan Mikrotik Router Board sebagai media authentication user. Dengan adanya authentication user, maka login user untuk dapat mengakses jaringan wireless pada STIPER Sriwigama Palembang hanya akan dimiliki oleh dosen, staf ataupun mahasiswa STIPER Sriwigama Palembang saja dan masyarakat umum tidak akan bisa terkoneksi ke jaringan wireless STIPER Sriwigama Palembang lagi.
Kata Kunci : Jaringan wireless, Access Point (AP), Authentication, Radius Server, Mikrotik Router Board","",""
"149","READINESS ASSESSMENT PENERAPAN MEDIA PEMBELAJARAN PENGENALAN HARDWARE JARINGAN KOMPUTER BERBASIS AUGMENTED REALITY","Jaringan Komputer","Penelitian bertujuan untuk menganalisis kesiapan mahasiswa dalam penerapan media pembelajaran berbasis augmented reality materi Pengenalan Hardware Jaringan Komputer. Metode penelitian menggunakan survey. Subjek penelitian adalah mahasiswa semester IV Program Studi Pendidikan Teknologi Informasi dan Komputer IKIP PGRI Pontianak. Teknik pengumpulan data menggunakan komunikasi tidak langsung. Alat pengumpul data menggunakan angket. Teknik analisis data menggunakan analisis deskriptif dengan mengadaptasi model Electronic Learning Readiness dari Aydin dan Tasci. Berdasarkan hasil analisis, disimpulkan bahwa: (1) Model ELR Aydin dan Tasci yang diterapkan memberikan hasil kesiapan penerapan media pembelajaran berbasis augmented reality termasuk pada kategori siap, tetapi membutuhkan sedikit peningkatan pada beberapa faktor, dengan skor ELR = 3,63 > 3,4;dan (2) Peningkatan perlu dilakukan pada faktor yang memiliki nilai skor ELR rendah, yaitufaktor manusia dan pengembangan diri yang masing-masing memiliki nilai skor ELR = 3,13 dan = 3,22.
Kata Kunci: analisis kesiapterapan, media pembelajaran, augmented reality.","",""
"150","IMPLEMENTASI MIKROTIK ROUTER BOARD 750 SEBAGAI FIREWALL BLOK SITUS PADA JARINGAN LAN","Jaringan Komputer","Penggunaan internet saat ini semakin meluas, dengan mudah berbagai informasi kita temukan
di internet, mulai dari ilmu pengetahuan, bisnis, komunitas sampai informasi yang menjurus kepada
konten negatifpun sering di jumpai. Tidak semua informasi yang ada di internet positif, tak jarang
informasi negatif banyak ditemukan, bahkan informasi yang berkonten negatif terkadang merugikan
pengguna internet. Untuk bisa terkoneksi ke internet ada banyak layanan internet yang bisa digunakan,
pastinya layanan tersebut sudah terhubung dengan ISP (internet service provider) atau jasa penyedia
layanan internet. Jaringan LAN adalah konsep jenis jaringan yang banyak digunakan dalam
pendistribusian layanan internet. Saat ini pendistribusian layanan internet sudah semakin meluas, mulai
dari instansi pemerintah, perusahaan, sekolah bahkan sampai café untuk sekedar minum kopi pun tak
luput dari layanan internet, untuk itu perlu melakukan filterisasi terhadap situs web yang berkonten
negatif. Dalam penelitian ini penulis menjelaskan bagaimana proses blok situs dengan menggunakan
hardware Mikrotik Routerboar 750 yang digunakan sebagai firewall, yang nantinya dimplementasikan
pada jaringan LAN.
Kata Kunci: Blok Situs Web, Internet, Jaringan LAN, Mikrotik","",""
"151","JARINGAN SYARAF TIRUAN ALGORITMA BACKPROPAGATION DALAM MEMPREDIKSI KETERSEDIAAN KOMODITI PANGAN PROVINSI RIAU","Jaringan Syaraf Tiruan","Sebuah sistem untuk prediksi ketersediaan komoditi pangan dapat membantu dalam menentukan keputusan. Jaringan Syaraf Tiruan merupakan metode yang mampu melakukan proses matematis untuk prediksi kertersediaan komoditi pangan. Dengan algoritma Backpropagation, dilakukan proses pengolahan data terdahulu yang dijadikan input untuk prediksi ketersediaan komoditi pangan. Data yang diolah sebagai variabel input adalah Luas Area Panen, Tingkat Produktivitas, Jumlah Produksi dan Jumlah Kebutuhan Konsumsi. Sementara komoditi pangan yang diolah adalah jenis Padi, Jagung, Kedelai, Kacang Tanah, Kacang Hijau, Ubi Kayu dan Ubi Jalar. Data-data tersebut diambil dari tahun 2006 hingga tahun 2013. Tahun 2006 hingga 2012 dijadikan data input, sementara untuk tahun 2013 dijadikan data target. Beberapa tahapan Backpropagation yaitu dengan inisialisasi bobot, aktivasi, menghitung bobot input dan bias output dan perubahan bobot dan bias. Tahapan tersebut akan diperoleh output yang ingin dicapai dengan pendekatan error terkecil sehingga di peroleh hasil prediksi ketersediaan komoditi pangan. Proses pelatihan menggunakan alat bantu perangkat lunak Matlab 6.1. Hasilnya adalah prediksi jumlah ketersediaan komoditi pangan dengan proses pelatihan dan pengujian menghasilkan actual output sebagai target yang dicapai.
Kata Kunci : Jaringan Syaraf Tiruan, Backpropagation, Prediksi, Komoditi Pangan.","",""
"152","Prediksi Nilai Tukar Petani Menggunakan Jaringan Syaraf Tiruan Backpropagation","Jaringan Syaraf Tiruan","Badan Pusat Statistik (BPS) menggunakan Nilai Tukar Petani (NTP) sebagai salah satu indikator untuk mengukur tingkat kesejahteraan atau kemampuan daya beli petani. Nilai indeks NTP untuk periode yang akan datang perlu di lakukan prediksi yang dapat dimanfaatkan pihak terkait dalam mempersiapkan tindakan-tindakan pencegahan apabila indeks NTP turun dari periode sebelumnya. Paper ini bertujuan untuk mengukur unjuk kerja algoritma jaringan syaraf tiruan Backpropagation dalam memprediksi Nilai Tukar Petani (NTP) Provinsi Jawa Timur satu bulan mendatang. Data yang digunakan yaitu data tahun 2008-2012 untuk proses pelatihan jaringan. Proses pengujian dilakukan dengan membandingkan hasil pengujian dengan data aktual tahun 2013 dan 2014. Hasil pengujian menunjukkan bahwa persentase error terkecil apabila jumlah node lapisan tersembunyi 7 dan nilai laju pembelajaran 0.1 dengan rata-rata error sebesar 0.61% atau tingkat akurasi mencapai 99.39%.
Kata kunci: Prediksi, Nilai Tukar Petani, Backpropagation","",""
"153","PREDIKSI RISIKO KREDIT DENGAN JARINGAN SYARAF TIRUAN BACKPROPAGATION","Jaringan Syaraf Tiruan","Prediksi risiko kredit sangat bermanfaat bagi pihak bank atau lembaga pembiayaan dalam mengambil
keputusan kredit. Pada pengambilan keputusan tersebut lembaga pembiayaan wajib melaksanakan prinsip
kehati-hatian untuk memperkecil risiko dalam pemberian kredit. Pada penelitian ini akan dirancang perangkat
lunak prediksi risiko kredit dengan metode jaringan syaraf tiruan backpropagation. Dari prediksi jaringan
syaraf tiruan backpropagation dengan 1 hidden layer dengan jumlah sel 100 dengan fungsi aktivasi satlin
mampu memprediksi risiko kredit dengan prosentase kebenaran 70%, jaringan syaraf tiruan backpropagation
dengan 2 hidden layer dengan jumlah sel pertama 100 dan sel kedua 300 dengan kombinasi fungsi aktivasi
logsig-satlin mampu memprediksi risiko kredit dengan prosentase kebenaran 100%. Berdasarkan hasil tersebut,
penelitian ini merekomendasikan pengembangan algoritma jaringan syaraf tiruan sebagai metode yang efektif
pada sistem prediksi risiko kredit.
Kata kunci: Prediksi risiko kredit, jaringan syaraf tiruan, backpropagation.","",""
"154","JARINGAN SYARAF TIRUAN UNTUK MEMPREDIKSI KINERJA SATPAM","Jaringan Syaraf Tiruan","Penilaian kinerja karyawan merupakan salah satu hal yang sangat penting dilakukan oleh pihak manajemen Sumber Daya Manusia (SDM) dalam suatu instansi, sebab aspek tersebut menjadi faktor penentu bagi para pengambil kebijakan untuk menaikkan jenjang karier dari para karyawannya atau tidak. Artikel ini menyajikan analisis terhadap penggunaan Multi Layer Perceptron (MLP) untuk memprediksi kinerja Satuan Pengamanan (Satpam) yang telah dididik oleh suatu instansi resmi. Data yang digunakan diperoleh secara langsung dari PT. Garuda Merah Indonesia, yakni lembaga pendidik dan pelatih calon Satpam, sebanyak 175 record dengan 10 atribut yang meliputi penilaian terhadap individu dalam aspek kemampuan kognitif, kepribadian, dan keterampilan. MLP memprediksi kinerja Satpam ke dalam tiga kategori, yakni “Baik”, “Cukup”, dan “Kurang”. Teknik Cross Validation sebanyak 10 fold juga digunakan pada tahap pengujian sistem untuk mengukur performa sistem secara komprehensif dengan keluaran berupa tingkat akurasi terbaik sebesar 97,75%.
Kata Kunci: prediksi kinerja karyawan, jaringan syaraf tiruan, multi layer perceptron, data mining","",""
"155","Metode Baru Untuk Pintu Loker Dengan Sistem Keamanan Wajah Menggunakan Algoritma Backpropagation","Jaringan Syaraf Tiruan","Perkembangan teknologi dewasa ini berkembang sangat pesat, dimana peralatan-peralatan modern diciptakan
untuk mempermudah dan mempercepat suatu proses kerja. Dengan kemajuan inilah energi listrik merupakan
pembantu untuk melakukan proses kerja. Di dalam mempermudah proses kerja biasanya merujuk pada sistem
otomatis pengontrolan, yang salah satunya adalah PLC (Programmable Logic Controller). Dimana PLC dalam
hal ini mampu mengontrol peralatan Building Automation System (BAS) diantaranya yaitu Air Condisioner
(AC), lampu dan stop kontak di suatu ruangan yang disesuaikan pengaturannya melalui setting waktu dalam
pemograman yang telah tersedia di PLC itu sendiri, seperti @ (weekly timer), *0 (calender timer), T (timer).
Khusus untuk AC dan pengontrolannya menggunakan sensor Infra Red yang dapat mendeteksi atau tidaknya
seseorang yang bergerak di daerah pendeteksian sensor tersebut. Dengan adanya PLC sebagai pengontrol
utama peralatan Building automation System (BAS) seluruh sistem di dalam gedung dapat bekerja secara
otomatis dan manual serta mengupayakan agar mempermudah dan memperingan pekerjaan manusia di area
gedung maupun ruangan sekaligus memberikan penghematan dalam hal pemakaian daya listrik.
Kata Kunci : PLC, Pengontor Utama, Automatis, CBASI.","",""
"156","JARINGAN SYARAF TIRUAN BACKPROPAGATION UNTUK PREDIKSI JUMLAH PENGUNJUNG KOLAM RENANG","Jaringan Syaraf Tiruan","Teknik pemecahan masalah untuk memprediksi diantaranya Jaringan Syaraf Tiruan. Jaringan Saraf Tiruan ini menggunakan Arsitektur Multilayer Net yang meliputi 3 unit sel lapisan masukan, satu lapisan tersembunyi dengan jumlah unit sel yang ditentukan secara acak, dan satu lapisan keluaran berjumlah satu unit sel sebagai target. Data yang diambil berupa jumlah pengunjung dengan klasifikasi anak-anak, orang remaja dan orangtua, secara umum jumlah pengujung anak anak lebih banyak dibanding jenis pengunjung lain. JST itu sendiri adalah melakukan suatu proses pembelajaran dari suatu model yang diinginkan berdasarkan data, kemudian JST yang akan melakukan proses untuk mencari atau menemukan dalam pencocokan pola. Selanjutnya data dianalisis dengan menggunakan JST metode Backpropagation, dengan bantuan software MATLAB. Hasil dari proses prediksi dapat digunakan sebagai pembanding dengan data target yang telah ditentukan. Untuk mempermudah perhitungan didesain suatu toolbox Matlab dengan menggunakan GUI Matlab. Dari hasil menunjukkan pembelajaran dengan jst dengan arsitektur 3-2-1 dapt dierapkan untuk memprediksi.
Kata Kunci: Jaringan Syaraf Tiruan (JST), Backpropagation, Prediksi, Pengunjung Kolam Renang","",""
"157","JARINGAN SYARAF TIRUAN UNTUK MEMPREDIKSI NILAI KELULUSAN SIDANG (STUDI KASUS : STMIK KAPUTAMA BINJAI )","Jaringan Syaraf Tiruan","Sidang skripsi merupakan proses yang harus dijalani seorang mahasiswa guna untuk mempertanggung jawabkan skripsi yang telah diperbuat. Nilai sidang skripsi menentukan kelulusan mahasiswa, dan tingkat kelulusan mahasiswa tersebut dijadikan ukuran mutu kampus tersebut. Masalahnya adalah banyak mahasiswa yang tertekan dan takut dalam menghadapi sidang skripsi, tidak sedikit diantara mahasiswa yang stres dalam menghadapai skripsi bahkan ada yang menunda pengerjaan skripsinya sehingga berpengaruh terhadap nilai sidang yang diperoleh. Selain itu terdapat mahasiswa yang memiliki IP bagus tetapi nilai sidang tidak bagus, begitu pula sebaliknya. Metode Backpropagation dipilih karena mampu dalam memprediksi nilai kelulusan sidang skripsi berdasarkan input dari nilai IP dari semester I sampai VII dan nilai sidang. Penelitian dilakukan dengan dua cara, yaitu pelatihan dan pengujian. Proses pelatihan bertujuan untuk mengenali atau mencari hasil yang diharapkan dengan menggunakan banyak pelatihan, sehingga akan menghasilkan mana pola yang terbaik untuk melatih data tersebut. Setelah pelatihan mencapai goal berdasarkan pola yang terbaik maka akan dilakukan pengujian dengan data yang baru untuk melihat keakuratan antara target dengan menggunakan software Matlab R2014a. Berdasarkan hasil pengujian data keseluruhan dengan menggunakan software Matlab R2014a didapat hasil yang konvergen, dengan target error 0.2. Dari hasil pelatihan dan pengujian yang dilakukan diperoleh hasil prediksi nilai kelulusan sidang skripsi dengan nilai prediksi (Recognition Rate) 0,8727. Penelitian ini juga dapat membantu dalam memprediksi nilai kelulusan sidang skripsi mahasiswa STMIK Kaputama Binjai
Kata Kunci : Jaringan Syaraf Tiruan,Backpropagation, Kelulusan Sidang Skripsi.","",""
"158","Model Jaringan Syaraf Tiruan Dalam Memprediksi Ketersediaan Cabai Berdasarkan Provinsi","Jaringan Syaraf Tiruan","Tanaman cabai adalah bumbu masakan yang saling melengkapi. Harga cabai selalu berfluktuasi. Tercatat dari 2012 hingga 2017, produksi tanaman cabai besar (ton) di setiap provinsi berfluktuasi. Pemerintah membutuhkan prediksi ketersediaan tanaman cabai berdasarkan provinsi di Indonesia untuk meningkatkan ketahanan pangan, terutama produksi cabai. Penelitian ini memberikan kontribusi kepada pemerintah untuk dapat memprediksi ketersediaan tanaman cabai berdasarkan provinsi di Indonesia di masa depan. Data yang digunakan adalah data dari Badan Pusat Statistik melalui situs web www.bps.go.id. Data tersebut adalah data tentang ketersediaan tanaman cabai menurut provinsi di Indonesia dari 2012 hingga 2017. Algoritma yang digunakan dalam penelitian ini adalah Jaringan Syaraf Tiruan dengan metode Backpropogation. Variabel input yang digunakan adalah data 2012 (X1), data 2013 (X2), data 2014 (X3), dan data 2015 (X4) dengan 4 pelatihan arsitektur dan model pengujian, 4-2-1, 4-3-1, 4-4-1, dan 4-5-1. Data target diambil dari data 2016 (T). Output yang dihasilkan adalah pola terbaik dari arsitektur JST. Model arsitektur terbaik adalah 4-5-1 dengan zaman 670, MSE 0,010651, dan tingkat akurasi 99,97. Kata Kunci: Backpropogation, JST, Ketersediaan Tanaman Cabai, Prediksi","",""
"159","MODEL JARINGAN SYARAF TIRUAN DALAM MEMPREDIKSI PENDAPATAN PERKAPITA MASYARAKAT PERKOTAAN PADA GARIS KEMISKINAN BERDASARKAN PROPINSI","Jaringan Syaraf Tiruan","Masalah kemiskinan merupakan salah satu persoalan mendasar yang menjadi pusat perhatian Pemerintah di negara manapun. Dalam Upaya mewujudkan ketentuan sebagaimana ditetapkan Pasal 28A Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 yang menegaskan bahwa setiap orang berhak untuk hidup serta berhak mempertahankan hidup dan kehidupannya, maka Pemerintah Indonesia telah menetapkan program penanggulangan kemiskinan sebagai program prioritas. Sasaran primer kemiskinan mayoritas lebih banyak terdapat di perkotaan, sebab banyaknya para penduduk yang melakukan transmigrasi guna memperbaiki perekonomian namun malah gagal mendapatkan hasil. Penelitian ini memberikan kontribusi bagi pemerintah untuk dapat memprediksi pendapat perkapita masyarakat perkotaan menurut garis kemiskinan berdasarkan propinsi ke depan. Data yang digunakan adalah data dari Badan Statistik Nasional melalui website www.bps.go.id. Data tersebut adalah data pendapatan perkapita masyarakat perkotaan pada garis kemiskinan berdasarkan propinsi tahun 2013 semster 2 sampai dengan tahun 2016 semester 2. Algoritma yang digunakan pada penelitian ini adalah Jaringan Saraf Tiruan dengan metode Backpropogation. Variabel masukan (input) yang digunakan adalah data tahun 2013 semester 2(X1), data tahun 2014 semester 1(X2), data tahun 2014 semester 2(X3), data tahun 2015 semester 1(X4), data tahun 2015 semester 2(X5) dan data tahun 2016 semester 1(X6) dengan model arsitektur pelatihan dan pengujian sebanyak 4 arsitektur yakni 6-2-1, 6-6-1, 6-3-2-1 dan 6-2-3-1. Data target diambil dari data tahun 2016 semster 2. Keluaran yang dihasilkan adalah pola terbaik dari arsitektur JST. Model arsitektur terbaik adalah 6-3-2-1 dengan epoch 1190, MSE 0,0102524619 dan tingkat akurasi 100%. Dari model ini maka dihasilkan prediksi pendapatan perkapita masyarakat perkotaan pada garis kemisikinan berdasarkan propinsi dari masing-masing propinsi di Indonesia.
Kata Kunci: Pendapata Perkapita, JST, Backpropogation dan Prediksi","",""
"160","DETEKSI ANOMALI TOTAL ELECTRON CONTENT SEBELUM GEMPA BUMI PALU MENGGUNAKAN JARINGAN SYARAF TIRUAN DETEKSI ANOMALI TOTAL ELECTRON CONTENT SEBELUM GEMPA BUMI PALU MENGGUNAKAN JARINGAN SYARAF TIRUAN DETEKSI ANOMALI TOTAL ELECTRON CONTENT SEBELUM GEMPA BUMI PALU MENGGUNAKAN JARINGAN SYARAF TIRUAN LEVENBERG-MARQUARDT","Jaringan Syaraf Tiruan","Indonesia termasuk kedalam negara dengan aktifitas gempa bumi yang tinggi. Analisis gempa bumi yang pernah terjadi sangat membantu dalam memahami karakteristik gempa bumi di Indonesia. Penelitian ini menggunakan Gempa bumi Palu (0.18oS 119.85oE) 2018 sebagai pengamatan dan menggunakan JST LM (Jaringan Syaraf Tiruan Levenberg-Marquardt) sebagai metode pembelajaran. Tujuan dari penelitian ini untuk menganalisis gempa bumi Palu dan menguji kesesuaian metode JST LM untuk mendeteksi anomali sebelum gempa bumi yang diamati. Hasil memperlihatkan bahwa metode ini cukup baik dalam mendeteksi anomali yang berasosiasi dengan gempa bumi Palu. Anomali yang terdeteksi didapat pada H-3 dan H-0 sebelum gempa bumi terjadi, serta H+1 setelah gempa bumi. Dalam penelitian ini juga dianalisis pola distibusi anomali sepanjang garis lintang. Pola anomali menunjukkan terlokalisasi disekitar epicenter gempa bumi. Selain itu juga didapatkan pola anomali bergerak ke arah selatan searah dengan pergerakan Sesar Palukoro.
Kata kunci: Gempa Bumi, Jaringan Syaraf Tiruan, Levenberg-Marquardt","",""
"161","ANALISA PERBANDINGAN METODE JARINGAN SYARAF TIRUAN DENGAN METODE SISTEM PENDUKUNG KEPUTUSAN UNTUK PENERIMAAN TENAGA KERJA","Jaringan Syaraf Tiruan","Salah satu dari ilmu komputer yang sangat berkontribusi dalam perkembangan teknologi masa kini dan masa depan adalah pengembangan jenis-jenis algoritma atau metode yang ada dilingkungan ilmu kecerdasan buatan dan penerapan sistem cerdas melalui metode yang sudah ada saat ini dan yang akan ditemukan kemudian oleh para peneliti-peneliti dibidang teknologi informatika. Dalam penelitian ini digunakan metode galat mundur (Backpropagation) untuk menentukan tenaga kerja terbaik sesuai dengan kriteria-kriteria yang ditentukan pada bidang masing-masing unit pekerjaan yang ditetapkan.
Proses perhitungan dari galat mundur jaringan syaraf tiruan untuk mendukung keputusan kepada pimpinan menetukan tenaga kerja terbaik akan dibandingkan dengan metode yang ada pada sitem pendukung keputusan menggunakan metode Simple Additive Weighting Method(SAW) maupun Technique For Order Preference By Similarity To Ideal Solution (TOPSIS) untuk mendapat hasil yang akan dianalisa apakah lebih baik atau lebih buruk.
Kata Kunci: Kecerdasan Buatan,Galat Mundur,Jaringan Syaraf Tiruan,TOPSIS.","",""
"162","Analisis Jaringan Syaraf Tiruan untuk prediksi volume ekspor dan impor migas di Indonesia","Jaringan Syaraf Tiruan","Analisis pada penelitian penting dilakukan untuk tujuan mengetahui ketepatan dan keakuratan dari penelitian itu sendiri. Begitu juga dalam prediksi volume ekspor dan impor migas di Indonesia. Dilakukannya penelitian ini untuk mengetahui seberapa besar perkembangan ekspor dan impor Indonesia di bidang migas di masa yang akan datang. Penelitian ini menggunakan Jaringan Syaraf Tiruan (JST) atau Artificial Neural Network (ANN) dengan algoritma Backpropagation. Data penelitian ini bersumber dari dokumen kepabeanan Ditjen Bea dan Cukai yaitu Pemberitahuan Ekspor Barang (PEB) dan Pemberitahuan Impor Barang (PIB). Berdasarkan data ini, variabel yang digunakan ada 7, antara lain: Tahun, ekspor minyak mentah, impor minyak mentah, ekspor hasil minyak, impor hasil minyak, ekspor gas dan impor gas. Ada 5 model arsitektur yang digunakan pada penelitian ini, 12-5-1, 12-7-1, 12-8-1, 12-10-1 dan 12-14-1. Dari ke 5 model yang digunakan, yang terbaik adalah 12-5-1 dengan menghasilkan tingkat akurasi 83%, MSE 0,0281641257 dengan tingkat error yang digunakan 0,001-0,05. Sehingga model ini bagus untuk memprediksi volume ekspor dan impor migas di Indonesia, karena akurasianya antara 80% hingga 90%. Kata kunci:
ekspor
impor
Jaringan Syaraf Tiruan
migas
prediksi","",""
"163","Desain Faktorial untuk Pembuktian Teori Masters dalam Penentuan Jumlah Lapisan dan Neuron Tersembunyi pada Peramalan Multivariat dengan Jaringan Syaraf Tiruan","Jaringan Syaraf Tiruan","Jaringan syaraf tiruan merupakan metode yang sangat sering digunakan untuk peramalan. Akurasi jaringan syaraf tiruan dipengaruhi oleh jumlah lapisan tersembunyi dan neuron didalamnya. Salah satu teori yang membahas tentang jumlah lapisan tersembunyi dan neuron didalamnya adalah Teori Masters. Teori Masters merumuskan jumlah neuron berdasarkan aturan geometric pyramid. Selain itu, Teori Masters juga mengungkapkan bahwa tidak ada alasan menggunakan lebih dari dua lapisan tersembunyi. Penelitian ini bertujuan untuk membuktikan kebenaran Teori Masters menggunakan metode desain faktorial. Kombinasi yang digunakan ialah 1, 5, 10, dan 15 neuron tersembunyi. Hasil penelitian menggunakan metode desain faktorial, menunjukkan bahwa rumus teori Masters memiliki peringkat yang cukup baik yaitu 50% teratas untuk data training maupun testing. Aturan geometric pyramid memiliki akurasi yang baik pada data training. Akan tetapi aturan tersebut tidak berlaku pada data testing. Model jaringan syaraf tiruan dengan empat lapisan tersembuyi memiliki nilai akurasi RMSE (Root Mean Square Error) terbaik pada data training dan testing. Semakin banyak lapisan tersembunyi maka semakin baik nilai RMSE data training maupun data testing. Dengan demikian dapat disimpulkan bahwa Teori Masters yang menyebutkan bahwa tidak ada alasan menggunakan lebih dari dua lapisan tersembunyi, terbukti tidak valid.
Kata kunci: lapisan, neuron, tersembunyi, Masters, desain, faktorial","",""
"164","DETEKSI GANGGUAN LAMBUNG MELALUI CITRA IRIS MATA MENGGUNAKAN METODE JARINGAN SYARAF TIRUAN HEBB RULE","Jaringan Syaraf Tiruan","Iridology merupakan metode menganalisis iris mata untuk mendeteksi kelemahan organ tubuh melalui ciri-ciri maupun
tanda-tanda yang muncul pada iris mata. Iris mata memiliki kelebihan spesifik yang dapat merekam semua kondisi
organ tubuh, salah satunya adalah organ lambung. Dengan memanfaatkan biometrik dan ilmu iridologi, maka pada
Tugas Akhir ini dibangun sebuah perangkat lunak untuk mendeteksi gangguan lambung dengan menggunakan metode
hebb rule. Mekanisme yang dilakukan oleh sistem dimulai dengan menginput citra iris mata yang kemudian diubah
menjadi citra grayscale. Citra iris grayscale ditransformasikan ke dalam koordinat polar untuk memudahkan proses
pengambilan daerah lambung pada lapisan pertama iris. Citra iris daerah lambung selanjutnya dilakukan proses
pendeteksian tepi dengan menggunakan operator canny yang akan digunakan sebagai input metode hebb rule. Metode
hebb rule yang akan menentukan iris mata yang terdapat gangguan lambung ataupun tidak dengan menghitung bobot
dan net dari setiap nilai vektor yang membentuk pada pola iris daerah lambung. Terdapat beberapa faktor yang dapat
mempengaruhi proses pendeteksian, seperti noise pada citra masukan dan pencahayaan yang masuk ke iris daerah
lambung. Dari 40 citra iris mata yang diuji terdapat 31 citra yang mampu dikenali. Sehingga tingkat akurasi sistem ini
adalah 77,50%. Berdasarkan hasil tersebut, maka dapat disimpulkan bahwa sistem ini mampu mendeteksi gangguan
lambung melalui citra iris mata.
Kata Kunci : Iridology, iris mata, lambung, citra polar, canny, hebb rule.","",""
